Engine_Temperature,Vibration_Levels,Fuel_Consumption,Downtime_Maintenance
0.0,0.09307470463444407,0.2713887440301634,0.0
0.0,0.0055560999007456075,0.0,0.05432675437457127
0.0,0.07480083569307693,0.3249685088065704,0.13066450880707609
0.0,0.03557934249337444,0.04956105101843078,0.0
0.0,0.007977804746445487,0.42226923342317974,0.09738298558588142
0.0,0.004841912328215224,0.11028451483792867,0.0
0.0,0.3246098151570727,1.0,0.32061311240679297
0.0,0.008941920517398226,0.0,0.036095635702853804
0.0,0.05162162530188996,0.1434950195232887,0.023020328234809036
0.0,0.07917225555844065,0.0,0.01812097420946175
0.0,0.05379978067246256,0.0,0.0
0.0,0.11892391363151335,0.2978461613412576,0.0
0.0,0.10472265596176315,0.5974386277487282,0.17328847045956225
0.0,0.003252999444221817,0.0,0.038550171033988154
0.0,0.12684315691565112,0.0,0.0
0.0,0.0566383629628685,0.0,0.0
0.0,0.04039058820049473,0.0,0.059581171433068236
0.0,0.18176916796195491,0.5819735660430359,0.017211083483448384
0.0,0.04865493041765244,1.0,0.2787317947072378
0.0,0.003910763463187949,0.0669773001012473,0.03217974754526513
0.0,0.048384974805395595,0.0,0.030524616869668005
0.0,0.29687758818557963,0.0,0.0
0.0,0.1414307385891042,1.0,0.021941062162949877
0.0,0.10197973338470528,0.0,0.0
0.0,0.012385926437429492,1.0,0.0
0.0,0.23139740831760464,1.0,0.0
0.0,0.011699482849534834,0.0,0.0
0.0,0.07226392212430022,0.8491713803648513,0.0
0.0,0.030994976926016243,0.0,0.0
0.0,0.0357879702877357,0.3732057864604095,0.0805144629920018
0.0,0.30180639319946323,1.0,0.0029055856487115897
0.0,0.0899312850064587,0.0,0.18044020581681502
0.0,0.15277613809140295,0.8339266119256212,0.0
0.0,0.1463686143545507,1.0,0.0536799053772357
0.0,0.0390143295061047,0.030776704632766105,0.055555628844084264
0.0,0.039707371239020336,0.0,0.040172305559313067
0.0,0.03133679542132494,0.7161141173363044,0.006190611204280438
0.0,0.3264455896169056,0.2739180601794136,0.0
0.0,0.03209728816788201,0.6707907226889638,0.004515399758933137
0.0,0.03572053295321968,0.25050769126136047,0.008958740744186846
0.0,0.1556442814692765,0.0,0.0
0.0,0.34877993095123583,0.02971920775369924,0.039990518919991655
0.0,0.14619159965652387,0.06892143512449295,0.2724622367921286
0.0,0.1048378027911145,0.0,0.0
0.0,0.1287243709475038,0.0,0.0
0.0,0.15485430291209334,0.0,0.0
0.0,0.41986532325267906,1.0,0.0
0.0,0.029675553754927503,0.0,0.0
0.0,0.015464888907017476,0.0,0.0
0.0,0.06681853576778811,0.44492511365392745,0.0
0.0,0.11471568587723639,0.20957972138385011,0.0
0.0,0.06398230521650117,0.1323917494242371,0.044635281494980916
0.0,0.01701268079457835,0.9657795101840032,0.0
0.0,0.050137344087082855,1.0,0.0
0.0,0.05152549778416911,1.0,0.0
0.0,0.018246107620122288,0.0,0.0
0.0,0.06693403157439504,0.0,0.0
0.0,0.276070060390753,0.1413606798290104,0.0
0.0,0.016955509846408735,0.0,0.18258908254340445
0.0,0.25712745038054863,0.0849729501301209,0.20112115770685277
0.0,0.10028202117520842,0.20878160920675043,0.0
0.0,0.1013509936171318,0.0,0.0009602317501386626
0.0,0.06733976807991443,0.3334351107646945,0.07826620610684087
0.0,0.04236969034005777,0.3115808821423757,0.10706793263605856
0.0,0.06706378449041125,0.0,0.0
0.0,0.05824492639295799,0.33956562714248123,0.020120368779993604
0.0,0.2810564596780322,0.1989301365787664,0.05097949408388066
0.0,0.05542911447392845,1.0,0.0
0.0,0.02830164972095422,0.14626051828684483,0.021047222081033476
0.0,0.062404933200815665,1.0,0.0
0.0,0.10137160683401092,1.0,0.0
0.0,0.03307899373227115,0.0,0.0
0.0,0.0024662449933044294,0.2598657928132257,0.1093525098590322
0.0,0.1958748049066986,0.16707779347376578,0.08441511508829412
0.0,0.06696427235688619,0.0645895998646579,0.038420414552414545
0.0,0.014673330202127239,1.0,0.0
0.0,0.0554665217620849,0.0,0.0
0.0,0.03825492560832717,0.0,0.008083229518055084
0.0,0.08432841675870305,0.0,0.02681046044532986
0.0,0.07158280470249874,0.19944582708108044,0.0
0.0,0.0028352757220833965,0.0,0.0636243071072774
0.0,0.03950667440207011,0.0,0.06000239860983872
0.0,0.044500645116329944,0.0,0.05026686474876314
0.0,0.04862798150222721,0.0,0.019852157026605217
0.0,0.010646940026210668,0.8936005845309363,0.346121984858426
0.0,0.035506010561990584,0.0,0.0
0.0,0.06764962929146401,0.5934984921838358,0.0
0.0,0.28109238244342727,0.0,0.230682444201835
0.0,0.06819409956109326,0.3890281892249106,0.0
0.0,0.2423034649797156,0.0,0.0
0.0,0.09776673826908973,0.6016812464474979,0.00146947252112123
0.0,0.022076441458725313,0.049950004603041276,0.0
0.0,0.11158661862919297,1.0,0.0
0.0,0.016509854417109244,0.05213947434809729,0.0
0.0,0.03688748598290004,0.14735877580440054,0.0
0.0,0.19657713183731165,0.3416566436685931,0.0
0.0,0.016700036177904255,0.8829429689229205,0.0
0.0,0.12316633682466281,0.7463832309780751,0.005934205800593867
0.0,0.021046498693466715,0.0,0.01860079710753469
0.0,0.19097393588273695,0.8480107898428135,0.0
0.0,0.11739518308666586,0.0,0.0
0.0,0.06598395365855746,0.6590593628827632,0.0
0.0,0.05554991029492165,1.0,0.13907852577193172
0.0,0.2410215318038998,0.22243399525988844,0.08051662667543386
0.0,0.10755919734636119,0.3076867395700999,0.0
0.0,0.08066803296833921,0.11771591211202304,0.0
0.0,0.588288991395498,0.31009094092231576,0.0
0.0,0.06551379628757265,0.8589180056689654,0.0
0.0,0.12221038809957824,0.0,0.0
0.0,0.0974649916936559,0.39314719146638105,0.0
0.0,0.17996025443470262,1.0,0.0
0.0,0.07707619720142225,0.0,0.07910296105470994
0.0,0.18226417767027803,0.3314546448797043,0.0
0.0,0.10673853618870688,0.0,0.0
0.0,0.06433801264760157,1.0,0.0
0.0,0.06640387902979564,0.0,0.0
0.0,0.06906133020879779,0.4338959653047653,0.0
0.0,0.04902082148260744,0.0,0.0
0.0,0.270813842862278,0.5173936021862073,0.0951871139502045
0.0,0.12007010331231012,0.7626533718900903,0.0
0.0,0.24838199380937792,1.0,0.0
0.0,0.2129545838020954,1.0,0.0
0.0,0.05322038728998028,0.8930996539821869,0.01839086386402248
0.0,0.052183105107461825,0.01888936378870948,0.0
0.0,0.0033461387043168212,1.0,0.10068163115919802
0.0,0.057353003875409134,0.40327797917742075,0.021238216969756793
0.0,0.011573618451256363,0.0,0.39223264777066474
0.0,0.16785917419444024,0.0,0.0001802871003618765
0.0,0.07839607628051581,1.0,0.0
0.0,0.010733864539490512,0.0,0.0
0.0,0.11798848321646581,1.0,0.04393808571174953
0.0,0.3798209901684858,0.888923061898691,0.01808810554029567
0.0,0.03171113513595355,1.0,0.0
0.0,0.2183446153423991,0.0,0.07045035998535722
0.0,0.14664763474108716,0.6165909812371142,0.08733252370237782
0.0,0.007307514732108686,0.0,0.0
0.0,0.13271115658575652,1.0,0.0
0.0,0.05555995131166444,1.0,0.008432823884005475
0.0,0.030555596815935553,0.2152444708550399,0.005469199677454589
0.0,0.10500205178705409,0.0,0.02087450889218279
0.0,0.24320573504985935,0.0,0.023788620558133546
0.0,0.031071418493205313,0.0,0.0
0.0,0.020844988967540057,0.8510209531000315,0.07553727162611121
0.0,0.3612482090871817,0.0,0.0
0.0,0.007439775414829705,0.6287991214721085,0.0
0.0,0.14731272109404478,0.10074056434735873,0.044961166130670395
0.0,0.030178450753116072,0.21640475150213206,0.13548648747063474
0.0,0.056070620036270745,0.0,0.04108133137237248
0.0,0.10993613706950073,0.5044767161904067,0.0
0.0,0.07611668238763021,0.0,0.0004606123177159146
0.0,0.010425893213239097,0.0,0.003909215463074028
0.0,0.02083866480115922,0.0,0.14175912459088613
0.0,0.10081176920070851,0.0,0.0
0.0,0.1599218072644965,0.0,0.0
0.0,0.09728062547380374,0.0,0.0
0.0,0.06040712884224796,1.0,0.0
0.0,0.059424485962645976,0.5457822327761084,0.0
0.0,0.030104120530721656,0.0,0.30633664273491135
0.0,0.1573416347394535,0.08705593656713367,0.0
0.0,0.055353422481438354,0.3443781693295151,0.0
0.0,0.0436700706149248,0.3912981829883538,0.0
0.0,0.028402322521441856,0.0,0.0
0.0,0.08168336471307953,1.0,0.0
0.0,0.05220593189863533,0.0,0.0
0.0,0.029565528093334795,0.21501627637037818,0.13859059720444086
0.0,0.04795909049819078,0.5106357628771228,0.0
0.0,0.07615381304484932,0.03799161489342384,0.0
0.0,0.04863715922510063,0.060140821095052865,0.0
0.0,0.12346580218151527,0.5084385794734214,0.0
0.0,0.162133033879004,0.0,0.0
0.0,0.01590477591386175,0.0,0.025175420163352197
0.0,0.32889282725390895,0.6531960939575525,0.0
0.0,0.051324257930543835,0.7246768935561327,0.2068493155052625
0.0,0.016495803721153043,1.0,0.0
0.0,0.01933925439814094,0.7739540340371429,0.0
0.0,0.09023674134694325,0.0737748122487844,0.0
0.0,0.027008079405919743,1.0,0.0
0.0,0.005561397678634998,0.42521702404552836,0.0
0.0,0.10455688835232932,0.08047938883536937,0.0
0.0,0.09077730709823172,0.7046815921751526,0.024233671896573095
0.0,0.02466830372336754,0.06283917281049195,0.18690704885001644
0.0,0.2826429540443791,0.06717268730752851,0.0
0.0,0.2553254081231089,0.5863345260269239,0.15253280350444096
0.0,0.05750899129652467,0.12702179758435012,0.0
0.0,0.037616574239337904,0.023185061351752023,0.0
0.0,0.06614062969384187,0.6471792510713796,0.0
0.0,0.059872048934129896,0.0,0.02095625319222755
0.0,0.025366929416802055,0.5892965243675938,0.0
0.0,0.02154183438693489,0.40278209883323873,0.0
0.0,0.05082703606700925,0.0,0.12475363284445379
0.0,0.05538813342550628,0.0,0.0
0.0,0.18306983710928962,0.0,0.02693656803638345
0.0,0.1598291258210436,0.0,0.0
0.0,0.13707791498019936,0.0,0.0
0.0,0.07141880589203212,0.4302240583946912,0.011257968405275806
0.0,0.0031681769033627656,0.28864829658182783,0.0
0.0,0.1869757054242264,0.0,0.0
0.0,0.23801168485926325,0.05857070416013044,0.0
0.0,0.009766638158896602,0.0,0.0
0.0,0.14274963256338705,0.0,0.0
0.0,0.09582100128378611,0.8199015596894343,0.0
0.0,0.1099767406187287,0.2650693813888005,0.0
